image_id,document_id,person_id,split,doc_type,forgery_category,control_index,label,quality_tier,template_variant,naming_stratum,pan_fifth_source,forgery_field,forgery_detail,c1_op,c1_field,rule_gt_verdict,rule_ocr_verdict,expected_rule,width,height,jpeg_q_capture,phash,file
P000272_aadhaar_C1_mild,P000272_aadhaar_C1,P000272,train,aadhaar,C1,,1,mild,0,surname_last,surname,,,resample_patch,gender,PASS,PASS,PASS,907,572,86,10883925236029485071,images/train/aadhaar/P000272_aadhaar_C1_mild.jpg
P000272_aadhaar_C1_severe,P000272_aadhaar_C1,P000272,train,aadhaar,C1,,1,severe,0,surname_last,surname,,,resample_patch,gender,PASS,PASS,PASS,623,393,59,11460368430506528783,images/train/aadhaar/P000272_aadhaar_C1_severe.jpg
P000272_aadhaar_C2_clean,P000272_aadhaar_C2,P000272,train,aadhaar,C2,,1,clean,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,993,626,95,10883925236029485071,images/train/aadhaar/P000272_aadhaar_C2_clean.jpg
P000272_aadhaar_C2_mild,P000272_aadhaar_C2,P000272,train,aadhaar,C2,,1,mild,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,829,523,73,10892906064182964367,images/train/aadhaar/P000272_aadhaar_C2_mild.jpg
P000272_aadhaar_C2_severe,P000272_aadhaar_C2,P000272,train,aadhaar,C2,,1,severe,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,550,347,48,10307455721992769679,images/train/aadhaar/P000272_aadhaar_C2_severe.jpg
P000272_aadhaar_C3_clean,P000272_aadhaar_C3,P000272,train,aadhaar,C3,,1,clean,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,937,591,95,10883925236029485071,images/train/aadhaar/P000272_aadhaar_C3_clean.jpg
P000272_aadhaar_C3_mild,P000272_aadhaar_C3,P000272,train,aadhaar,C3,,1,mild,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,853,538,77,11460377226599616527,images/train/aadhaar/P000272_aadhaar_C3_mild.jpg
P000272_aadhaar_C3_severe,P000272_aadhaar_C3,P000272,train,aadhaar,C3,,1,severe,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,525,331,51,11478373981383454863,images/train/aadhaar/P000272_aadhaar_C3_severe.jpg
P000272_aadhaar_C4_clean,P000272_aadhaar_C4,P000272,train,aadhaar,C4,,1,clean,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,988,623,91,10883916474296201231,images/train/aadhaar/P000272_aadhaar_C4_clean.jpg
P000272_aadhaar_C4_mild,P000272_aadhaar_C4,P000272,train,aadhaar,C4,,1,mild,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,852,537,84,10901930855623717007,images/train/aadhaar/P000272_aadhaar_C4_mild.jpg
P000272_aadhaar_C4_severe,P000272_aadhaar_C4,P000272,train,aadhaar,C4,,1,severe,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,FAIL,PASS,562,354,65,9735498534955937967,images/train/aadhaar/P000272_aadhaar_C4_severe.jpg
P000272_pan_C00_clean,P000272_pan_C00,P000272,train,pan,C0,0,0,clean,0,surname_last,surname,,,,,PASS,PASS,PASS,941,593,92,15725775237253782173,images/train/pan/P000272_pan_C00_clean.jpg
P000272_pan_C00_mild,P000272_pan_C00,P000272,train,pan,C0,0,0,mild,0,surname_last,surname,,,,,PASS,PASS,PASS,830,523,74,11109576857466788573,images/train/pan/P000272_pan_C00_mild.jpg
P000272_pan_C00_severe,P000272_pan_C00,P000272,train,pan,C0,0,0,severe,0,surname_last,surname,,,,,PASS,PASS,PASS,544,343,50,15721262875894176476,images/train/pan/P000272_pan_C00_severe.jpg
P000272_pan_C01_clean,P000272_pan_C01,P000272,train,pan,C0,1,0,clean,0,surname_last,surname,,,,,PASS,PASS,PASS,1002,631,94,15725766475520498349,images/train/pan/P000272_pan_C01_clean.jpg
P000272_pan_C01_mild,P000272_pan_C01,P000272,train,pan,C0,1,0,mild,0,surname_last,surname,,,,,PASS,PASS,PASS,856,540,81,15725766475268840109,images/train/pan/P000272_pan_C01_mild.jpg
P000272_pan_C01_severe,P000272_pan_C01,P000272,train,pan,C0,1,0,severe,0,surname_last,surname,,,,,PASS,PASS,PASS,641,404,58,11132103651695614636,images/train/pan/P000272_pan_C01_severe.jpg
P000272_pan_C1_clean,P000272_pan_C1,P000272,train,pan,C1,,1,clean,0,surname_last,surname,,,local_recompression,name,PASS,PASS,PASS,975,615,90,15725766475520498349,images/train/pan/P000272_pan_C1_clean.jpg
P000272_pan_C1_mild,P000272_pan_C1,P000272,train,pan,C1,,1,mild,0,surname_last,surname,,,local_recompression,name,PASS,PASS,PASS,902,569,74,15725766475520498396,images/train/pan/P000272_pan_C1_mild.jpg
P000272_pan_C1_severe,P000272_pan_C1,P000272,train,pan,C1,,1,severe,0,surname_last,surname,,,local_recompression,name,PASS,PASS,PASS,678,428,51,15725775271345085101,images/train/pan/P000272_pan_C1_severe.jpg
P000272_pan_C2_clean,P000272_pan_C2,P000272,train,pan,C2,,1,clean,0,surname_last,surname,pan_number,category,,,FAIL,FAIL,FAIL,941,593,94,15725775271613520525,images/train/pan/P000272_pan_C2_clean.jpg
P000272_pan_C2_mild,P000272_pan_C2,P000272,train,pan,C2,,1,mild,0,surname_last,surname,pan_number,category,,,FAIL,FAIL,FAIL,773,487,80,11114089218826394333,images/train/pan/P000272_pan_C2_mild.jpg
P000272_pan_C2_severe,P000272_pan_C2,P000272,train,pan,C2,,1,severe,0,surname_last,surname,pan_number,category,,,FAIL,FAIL,FAIL,582,367,65,15725766475521546924,images/train/pan/P000272_pan_C2_severe.jpg
P000272_pan_C3_clean,P000272_pan_C3,P000272,train,pan,C3,,1,clean,0,surname_last,surname,pan_number,"p5 C->O, name initials {B,C}",,,FAIL,FAIL,FAIL,1002,631,94,15725775271613520525,images/train/pan/P000272_pan_C3_clean.jpg
P000272_pan_C3_mild,P000272_pan_C3,P000272,train,pan,C3,,1,mild,0,surname_last,surname,pan_number,"p5 C->O, name initials {B,C}",,,FAIL,FAIL,FAIL,758,478,71,15725766475520498349,images/train/pan/P000272_pan_C3_mild.jpg
P000272_pan_C3_severe,P000272_pan_C3,P000272,train,pan,C3,,1,severe,0,surname_last,surname,pan_number,"p5 C->O, name initials {B,C}",,,FAIL,FAIL,FAIL,612,386,55,11114159621797137068,images/train/pan/P000272_pan_C3_severe.jpg
P000272_pan_C4_clean,P000272_pan_C4,P000272,train,pan,C4,,1,clean,0,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,1010,637,90,15725775237253782189,images/train/pan/P000272_pan_C4_clean.jpg
P000272_pan_C4_mild,P000272_pan_C4,P000272,train,pan,C4,,1,mild,0,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,753,475,73,11114089253186132653,images/train/pan/P000272_pan_C4_mild.jpg
P000272_pan_C4_severe,P000272_pan_C4,P000272,train,pan,C4,,1,severe,0,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,FAIL,PASS,645,407,62,11114089253186132700,images/train/pan/P000272_pan_C4_severe.jpg
P000273_aadhaar_C00_clean,P000273_aadhaar_C00,P000273,train,aadhaar,C0,0,0,clean,0,surname_last,surname,,,,,PASS,PASS,PASS,937,590,91,11460385988330805263,images/train/aadhaar/P000273_aadhaar_C00_clean.jpg
P000273_aadhaar_C00_mild,P000273_aadhaar_C00,P000273,train,aadhaar,C0,0,0,mild,0,surname_last,surname,,,,,PASS,PASS,PASS,718,453,73,11460368396147118095,images/train/aadhaar/P000273_aadhaar_C00_mild.jpg
P000273_aadhaar_C00_severe,P000273_aadhaar_C00,P000273,train,aadhaar,C0,0,0,severe,0,surname_last,surname,,,,,PASS,FAIL,PASS,683,431,47,11461485474191134895,images/train/aadhaar/P000273_aadhaar_C00_severe.jpg
P000273_aadhaar_C01_clean,P000273_aadhaar_C01,P000273,train,aadhaar,C0,1,0,clean,0,surname_last,surname,,,,,PASS,PASS,PASS,1011,638,96,11460385988332900367,images/train/aadhaar/P000273_aadhaar_C01_clean.jpg
P000273_aadhaar_C01_mild,P000273_aadhaar_C01,P000273,train,aadhaar,C0,1,0,mild,0,surname_last,surname,,,,,PASS,PASS,PASS,769,485,83,11461503092146720783,images/train/aadhaar/P000273_aadhaar_C01_mild.jpg
P000273_aadhaar_C01_severe,P000273_aadhaar_C01,P000273,train,aadhaar,C0,1,0,severe,0,surname_last,surname,,,,,PASS,PASS,PASS,530,334,64,11470492613312968847,images/train/aadhaar/P000273_aadhaar_C01_severe.jpg
P000273_aadhaar_C1_clean,P000273_aadhaar_C1,P000273,train,aadhaar,C1,,1,clean,0,surname_last,surname,,,local_recompression,name,PASS,PASS,PASS,945,596,92,11460377183648118799,images/train/aadhaar/P000273_aadhaar_C1_clean.jpg
P000273_aadhaar_C1_mild,P000273_aadhaar_C1,P000273,train,aadhaar,C1,,1,mild,0,surname_last,surname,,,local_recompression,name,PASS,PASS,PASS,909,573,72,16072045592709363855,images/train/aadhaar/P000273_aadhaar_C1_mild.jpg
P000273_aadhaar_C1_severe,P000273_aadhaar_C1,P000273,train,aadhaar,C1,,1,severe,0,surname_last,surname,,,local_recompression,name,PASS,FAIL,PASS,545,344,63,11469366782128738447,images/train/aadhaar/P000273_aadhaar_C1_severe.jpg
P000273_aadhaar_C2_clean,P000273_aadhaar_C2,P000273,train,aadhaar,C2,,1,clean,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,950,599,95,10883925236027389967,images/train/aadhaar/P000273_aadhaar_C2_clean.jpg
P000273_aadhaar_C2_mild,P000273_aadhaar_C2,P000273,train,aadhaar,C2,,1,mild,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,772,487,70,11460377192240140303,images/train/aadhaar/P000273_aadhaar_C2_mild.jpg
P000273_aadhaar_C2_severe,P000273_aadhaar_C2,P000273,train,aadhaar,C2,,1,severe,0,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,596,376,54,9732112056322840591,images/train/aadhaar/P000273_aadhaar_C2_severe.jpg
P000273_aadhaar_C3_clean,P000273_aadhaar_C3,P000273,train,aadhaar,C3,,1,clean,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,1009,636,90,11460385979740878863,images/train/aadhaar/P000273_aadhaar_C3_clean.jpg
P000273_aadhaar_C3_mild,P000273_aadhaar_C3,P000273,train,aadhaar,C3,,1,mild,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,877,553,74,11460377192239880207,images/train/aadhaar/P000273_aadhaar_C3_mild.jpg
P000273_aadhaar_C3_severe,P000273_aadhaar_C3,P000273,train,aadhaar,C3,,1,severe,0,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,FAIL,PASS,638,402,65,11488524664134885549,images/train/aadhaar/P000273_aadhaar_C3_severe.jpg
P000273_aadhaar_C4_clean,P000273_aadhaar_C4,P000273,train,aadhaar,C4,,1,clean,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,1000,630,95,11460377192237791247,images/train/aadhaar/P000273_aadhaar_C4_clean.jpg
P000273_aadhaar_C4_mild,P000273_aadhaar_C4,P000273,train,aadhaar,C4,,1,mild,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,868,547,80,11460377192239880207,images/train/aadhaar/P000273_aadhaar_C4_mild.jpg
P000273_aadhaar_C4_severe,P000273_aadhaar_C4,P000273,train,aadhaar,C4,,1,severe,0,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,533,336,62,16072045584121354383,images/train/aadhaar/P000273_aadhaar_C4_severe.jpg
P000273_pan_C00_clean,P000273_pan_C00,P000273,train,pan,C0,0,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,1002,632,93,15725766509079124669,images/train/pan/P000273_pan_C00_clean.jpg
P000273_pan_C00_mild,P000273_pan_C00,P000273,train,pan,C0,0,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,883,557,73,11114080525011475133,images/train/pan/P000273_pan_C00_mild.jpg
P000273_pan_C00_severe,P000273_pan_C00,P000273,train,pan,C0,0,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,635,400,54,15743780873895742141,images/train/pan/P000273_pan_C00_severe.jpg
P000273_pan_C01_clean,P000273_pan_C01,P000273,train,pan,C0,1,0,clean,2,surname_last,surname,,,,,PASS,PASS,PASS,966,609,92,15725766509079124669,images/train/pan/P000273_pan_C01_clean.jpg
P000273_pan_C01_mild,P000273_pan_C01,P000273,train,pan,C0,1,0,mild,2,surname_last,surname,,,,,PASS,PASS,PASS,856,540,79,15725766474719386301,images/train/pan/P000273_pan_C01_mild.jpg
P000273_pan_C01_severe,P000273_pan_C01,P000273,train,pan,C0,1,0,severe,2,surname_last,surname,,,,,PASS,PASS,PASS,675,426,57,11114080456426216125,images/train/pan/P000273_pan_C01_severe.jpg
P000273_pan_C1_clean,P000273_pan_C1,P000273,train,pan,C1,,1,clean,2,surname_last,surname,,,field_displacement,dob,PASS,PASS,PASS,969,611,95,15725766509079124669,images/train/pan/P000273_pan_C1_clean.jpg
P000273_pan_C1_mild,P000273_pan_C1,P000273,train,pan,C1,,1,mild,2,surname_last,surname,,,field_displacement,dob,PASS,PASS,PASS,832,524,86,15725766475252062909,images/train/pan/P000273_pan_C1_mild.jpg
P000273_pan_C1_severe,P000273_pan_C1,P000273,train,pan,C1,,1,severe,2,surname_last,surname,,,field_displacement,dob,PASS,PASS,PASS,531,335,63,15716776868317567677,images/train/pan/P000273_pan_C1_severe.jpg
P000273_pan_C2_clean,P000273_pan_C2,P000273,train,pan,C2,,1,clean,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,988,623,92,15725766509079124669,images/train/pan/P000273_pan_C2_clean.jpg
P000273_pan_C2_mild,P000273_pan_C2,P000273,train,pan,C2,,1,mild,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,825,520,80,15725766509079124669,images/train/pan/P000273_pan_C2_mild.jpg
P000273_pan_C2_severe,P000273_pan_C2,P000273,train,pan,C2,,1,severe,2,surname_last,surname,pan_number,format_digit_slot,,,FAIL,FAIL,FAIL,551,348,56,11114150825703054013,images/train/pan/P000273_pan_C2_severe.jpg
P000273_pan_C3_clean,P000273_pan_C3,P000273,train,pan,C3,,1,clean,2,surname_last,surname,pan_number,"p5 T->F, name initials {N,T}",,,FAIL,FAIL,FAIL,998,629,90,15725766509079124669,images/train/pan/P000273_pan_C3_clean.jpg
P000273_pan_C3_mild,P000273_pan_C3,P000273,train,pan,C3,,1,mild,2,surname_last,surname,pan_number,"p5 T->F, name initials {N,T}",,,FAIL,FAIL,FAIL,761,480,78,15725766509079124669,images/train/pan/P000273_pan_C3_mild.jpg
P000273_pan_C3_severe,P000273_pan_C3,P000273,train,pan,C3,,1,severe,2,surname_last,surname,pan_number,"p5 T->F, name initials {N,T}",,,FAIL,FAIL,FAIL,600,378,56,15743780908188113597,images/train/pan/P000273_pan_C3_severe.jpg
P000273_pan_C4_clean,P000273_pan_C4,P000273,train,pan,C4,,1,clean,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,991,625,94,15725766509079124669,images/train/pan/P000273_pan_C4_clean.jpg
P000273_pan_C4_mild,P000273_pan_C4,P000273,train,pan,C4,,1,mild,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,731,461,82,11114080525011475133,images/train/pan/P000273_pan_C4_mild.jpg
P000273_pan_C4_severe,P000273_pan_C4,P000273,train,pan,C4,,1,severe,2,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,542,341,50,15725766475252062909,images/train/pan/P000273_pan_C4_severe.jpg
P000274_aadhaar_C00_clean,P000274_aadhaar_C00,P000274,train,aadhaar,C0,0,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,1012,638,94,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C00_clean.jpg
P000274_aadhaar_C00_mild,P000274_aadhaar_C00,P000274,train,aadhaar,C0,0,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,823,519,83,15729425697331893866,images/train/aadhaar/P000274_aadhaar_C00_mild.jpg
P000274_aadhaar_C00_severe,P000274_aadhaar_C00,P000274,train,aadhaar,C0,0,0,severe,1,surname_last,surname,,,,,PASS,PASS,PASS,670,422,53,15729707339827785258,images/train/aadhaar/P000274_aadhaar_C00_severe.jpg
P000274_aadhaar_C01_clean,P000274_aadhaar_C01,P000274,train,aadhaar,C0,1,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,957,604,95,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C01_clean.jpg
P000274_aadhaar_C01_mild,P000274_aadhaar_C01,P000274,train,aadhaar,C0,1,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,757,477,73,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C01_mild.jpg
P000274_aadhaar_C01_severe,P000274_aadhaar_C01,P000274,train,aadhaar,C0,1,0,severe,1,surname_last,surname,,,,,PASS,PASS,PASS,549,346,53,15711411297749718639,images/train/aadhaar/P000274_aadhaar_C01_severe.jpg
P000274_aadhaar_C1_clean,P000274_aadhaar_C1,P000274,train,aadhaar,C1,,1,clean,1,surname_last,surname,,,resample_patch,gender,PASS,PASS,PASS,960,605,91,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C1_clean.jpg
P000274_aadhaar_C1_mild,P000274_aadhaar_C1,P000274,train,aadhaar,C1,,1,mild,1,surname_last,surname,,,resample_patch,gender,PASS,PASS,PASS,721,454,86,10541560401577803306,images/train/aadhaar/P000274_aadhaar_C1_mild.jpg
P000274_aadhaar_C1_severe,P000274_aadhaar_C1,P000274,train,aadhaar,C1,,1,severe,1,surname_last,surname,,,resample_patch,gender,PASS,PASS,PASS,541,341,64,15711411298824509034,images/train/aadhaar/P000274_aadhaar_C1_severe.jpg
P000274_aadhaar_C2_clean,P000274_aadhaar_C2,P000274,train,aadhaar,C2,,1,clean,1,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,944,595,90,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C2_clean.jpg
P000274_aadhaar_C2_mild,P000274_aadhaar_C2,P000274,train,aadhaar,C2,,1,mild,1,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,716,451,81,15729425697331893866,images/train/aadhaar/P000274_aadhaar_C2_mild.jpg
P000274_aadhaar_C2_severe,P000274_aadhaar_C2,P000274,train,aadhaar,C2,,1,severe,1,surname_last,surname,aadhaar_number,verhoeff_break,,,FAIL,FAIL,FAIL,648,409,63,15720418497003413098,images/train/aadhaar/P000274_aadhaar_C2_severe.jpg
P000274_aadhaar_C3_clean,P000274_aadhaar_C3,P000274,train,aadhaar,C3,,1,clean,1,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,932,587,95,15729425697331901546,images/train/aadhaar/P000274_aadhaar_C3_clean.jpg
P000274_aadhaar_C3_mild,P000274_aadhaar_C3,P000274,train,aadhaar,C3,,1,mild,1,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,889,560,86,15729425697315116650,images/train/aadhaar/P000274_aadhaar_C3_mild.jpg
P000274_aadhaar_C3_severe,P000274_aadhaar_C3,P000274,train,aadhaar,C3,,1,severe,1,surname_last,surname,name_devanagari,script_mismatch (no implemented Aadhaar semantic rule; expected rule-branch miss),,,PASS,PASS,PASS,617,389,61,15729707171251625514,images/train/aadhaar/P000274_aadhaar_C3_severe.jpg
P000274_aadhaar_C4_clean,P000274_aadhaar_C4,P000274,train,aadhaar,C4,,1,clean,1,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,984,621,94,15729425697315124330,images/train/aadhaar/P000274_aadhaar_C4_clean.jpg
P000274_aadhaar_C4_mild,P000274_aadhaar_C4,P000274,train,aadhaar,C4,,1,mild,1,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,739,466,84,15729425697331893866,images/train/aadhaar/P000274_aadhaar_C4_mild.jpg
P000274_aadhaar_C4_severe,P000274_aadhaar_C4,P000274,train,aadhaar,C4,,1,severe,1,surname_last,surname,aadhaar_number,"fabricated payload, valid check digit",,,PASS,PASS,PASS,642,404,53,14576504192741824106,images/train/aadhaar/P000274_aadhaar_C4_severe.jpg
P000274_pan_C00_clean,P000274_pan_C00,P000274,train,pan,C0,0,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,972,613,91,11483721993390422380,images/train/pan/P000274_pan_C00_clean.jpg
P000274_pan_C00_mild,P000274_pan_C00,P000274,train,pan,C0,0,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,808,510,85,11492729192645163116,images/train/pan/P000274_pan_C00_mild.jpg
P000274_pan_C00_severe,P000274_pan_C00,P000274,train,pan,C0,0,0,severe,1,surname_last,surname,,,,,PASS,FAIL,PASS,632,398,48,11487627459229154140,images/train/pan/P000274_pan_C00_severe.jpg
P000274_pan_C01_clean,P000274_pan_C01,P000274,train,pan,C0,1,0,clean,1,surname_last,surname,,,,,PASS,PASS,PASS,976,615,91,11483159043973871980,images/train/pan/P000274_pan_C01_clean.jpg
P000274_pan_C01_mild,P000274_pan_C01,P000274,train,pan,C0,1,0,mild,1,surname_last,surname,,,,,PASS,PASS,PASS,732,462,75,16090904411653568876,images/train/pan/P000274_pan_C01_mild.jpg
P000274_pan_C01_severe,P000274_pan_C01,P000274,train,pan,C0,1,0,severe,1,surname_last,surname,,,,,PASS,FAIL,PASS,623,393,49,11460641045837020028,images/train/pan/P000274_pan_C01_severe.jpg
P000274_pan_C1_clean,P000274_pan_C1,P000274,train,pan,C1,,1,clean,1,surname_last,surname,,,font_substitution,dob,PASS,FAIL,PASS,968,610,92,11465144645464390012,images/train/pan/P000274_pan_C1_clean.jpg
P000274_pan_C1_mild,P000274_pan_C1,P000274,train,pan,C1,,1,mild,1,surname_last,surname,,,font_substitution,dob,PASS,PASS,PASS,710,448,81,11460641045837020028,images/train/pan/P000274_pan_C1_mild.jpg
P000274_pan_C1_severe,P000274_pan_C1,P000274,train,pan,C1,,1,severe,1,surname_last,surname,,,font_substitution,dob,PASS,PASS,PASS,515,325,59,16104696685646587960,images/train/pan/P000274_pan_C1_severe.jpg
P000274_pan_C2_clean,P000274_pan_C2,P000274,train,pan,C2,,1,clean,1,surname_last,surname,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,933,588,94,11483159043973871980,images/train/pan/P000274_pan_C2_clean.jpg
P000274_pan_C2_mild,P000274_pan_C2,P000274,train,pan,C2,,1,mild,1,surname_last,surname,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,843,532,83,11465707595417811308,images/train/pan/P000274_pan_C2_mild.jpg
P000274_pan_C2_severe,P000274_pan_C2,P000274,train,pan,C2,,1,severe,1,surname_last,surname,pan_number,format_letter_slot,,,FAIL,FAIL,FAIL,693,437,64,11492729193316247596,images/train/pan/P000274_pan_C2_severe.jpg
P000274_pan_C3_clean,P000274_pan_C3,P000274,train,pan,C3,,1,clean,1,surname_last,surname,pan_number,"p5 I->E, name initials {A,I}",,,FAIL,FAIL,FAIL,949,598,94,11483159043973871980,images/train/pan/P000274_pan_C3_clean.jpg
P000274_pan_C3_mild,P000274_pan_C3,P000274,train,pan,C3,,1,mild,1,surname_last,surname,pan_number,"p5 I->E, name initials {A,I}",,,FAIL,FAIL,FAIL,826,521,76,11483159043973871964,images/train/pan/P000274_pan_C3_mild.jpg
P000274_pan_C3_severe,P000274_pan_C3,P000274,train,pan,C3,,1,severe,1,surname_last,surname,pan_number,"p5 I->E, name initials {A,I}",,,FAIL,PASS,FAIL,561,353,50,16108918810834135660,images/train/pan/P000274_pan_C3_severe.jpg
P000274_pan_C4_clean,P000274_pan_C4,P000274,train,pan,C4,,1,clean,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,936,590,96,11483159043973871980,images/train/pan/P000274_pan_C4_clean.jpg
P000274_pan_C4_mild,P000274_pan_C4,P000274,train,pan,C4,,1,mild,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,735,463,84,11469648245091760508,images/train/pan/P000274_pan_C4_mild.jpg
P000274_pan_C4_severe,P000274_pan_C4,P000274,train,pan,C4,,1,severe,1,surname_last,surname,pan_number,"fabricated identifier, valid format, category and cross-field consistency",,,PASS,PASS,PASS,550,346,57,16081333987567500924,images/train/pan/P000274_pan_C4_severe.jpg
P000275_aadhaar_C00_clean,P000275_aadhaar_C00,P000275,train,aadhaar,C0,0,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,936,590,96,11460359600053743759,images/train/aadhaar/P000275_aadhaar_C00_clean.jpg
P000275_aadhaar_C00_mild,P000275_aadhaar_C00,P000275,train,aadhaar,C0,0,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,784,494,85,11478373998561128591,images/train/aadhaar/P000275_aadhaar_C00_mild.jpg
P000275_aadhaar_C00_severe,P000275_aadhaar_C00,P000275,train,aadhaar,C0,0,0,severe,2,mononymic,mononym,,,,,PASS,PASS,PASS,611,385,51,16072045566941524111,images/train/aadhaar/P000275_aadhaar_C00_severe.jpg
P000275_aadhaar_C01_clean,P000275_aadhaar_C01,P000275,train,aadhaar,C0,1,0,clean,2,mononymic,mononym,,,,,PASS,PASS,PASS,1009,636,92,11460359604348678287,images/train/aadhaar/P000275_aadhaar_C01_clean.jpg
P000275_aadhaar_C01_mild,P000275_aadhaar_C01,P000275,train,aadhaar,C0,1,0,mild,2,mononymic,mononym,,,,,PASS,PASS,PASS,754,476,83,11469366799308476559,images/train/aadhaar/P000275_aadhaar_C01_mild.jpg
P000275_aadhaar_C01_severe,P000275_aadhaar_C01,P000275,train,aadhaar,C0,1,0,severe,2,mononymic,mononym,,,,,PASS,PASS,PASS,555,350,60,14927849601936445583,images/train/aadhaar/P000275_aadhaar_C01_severe.jpg
P000275_aadhaar_C1_clean,P000275_aadhaar_C1,P000275,train,aadhaar,C1,,1,clean,2,mononymic,mononym,,,resample_patch,name,PASS,PASS,PASS,1012,638,92,11478373998561128591,images/train/aadhaar/P000275_aadhaar_C1_clean.jpg
P000275_aadhaar_C1_mild,P000275_aadhaar_C1,P000275,train,aadhaar,C1,,1,mild,2,mononymic,mononym,,,resample_patch,name,PASS,PASS,PASS,844,532,80,11478373981381390479,images/train/aadhaar/P000275_aadhaar_C1_mild.jpg
P000275_aadhaar_C1_severe,P000275_aadhaar_C1,P000275,train,aadhaar,C1,,1,severe,2,mononymic,mononym,,,resample_patch,name,PASS,PASS,PASS,668,421,50,11460359617233612943,images/train/aadhaar/P000275_aadhaar_C1_severe.jpg
